UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,record_id,equipment_id,equipment_type,equipment_model,hospital_unit,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,severity,downtime_hours,maintenance_cost_usd,days_since_last_pm,technician_notes
4080,L02065,L,298.9,308.8,1414,8.4,178,0,0,0,0,0,0,REC04080,VEN024,Ventilator,Drager Evita V500,ICU,2023-01-16 00:00:00,298.9,308.8,1414,8.4,178,0,No Failure,Low,0.0,0,160,Calibration verified. Sensor readings within tolerance.
4081,L02066,L,301.4,311.0,1461,46.4,105,0,0,0,0,0,0,REC04081,INF024,Infusion Pump,Baxter Sigma Spectrum,Oncology,2023-09-12 00:00:00,301.4,311.0,1461,46.4,105,0,No Failure,Low,0.0,0,53,Routine inspection completed. All parameters normal.
4082,L02067,L,297.7,307.6,1365,34.0,82,0,0,0,0,0,0,REC04082,PAT023,Patient Monitor,Mindray N22,General Ward,2024-02-29 00:00:00,297.7,307.6,1365,34.0,82,0,No Failure,Low,0.0,0,180,Calibration verified. Sensor readings within tolerance.
4083,M01197,M,300.9,312.3,1309,25.7,243,0,0,0,0,0,0,REC04083,ULT014,Ultrasound,GE LOGIQ E10,Emergency,2024-06-11 00:00:00,300.9,312.3,1309,25.7,243,0,No Failure,Medium,0.0,0,108,Routine inspection completed. All parameters normal.
4084,L02068,L,300.7,310.2,1402,41.1,102,0,0,0,0,0,0,REC04084,INF024,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-08-19 00:00:00,300.7,310.2,1402,41.1,102,0,No Failure,Low,0.0,0,81,Scheduled check completed. No anomalies detected.
4085,M01198,M,299.5,311.5,1614,35.5,52,0,0,0,0,0,0,REC04085,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-12-26 00:00:00,299.5,311.5,1614,35.5,52,0,No Failure,Low,0.0,0,10,Routine inspection completed. All parameters normal.
4086,H00820,H,300.8,310.2,1441,27.2,242,0,0,0,0,0,0,REC04086,MRI014,MRI,Siemens MAGNETOM Vida,Radiology,2023-05-14 00:00:00,300.8,310.2,1441,27.2,242,0,No Failure,Medium,0.0,0,47,Calibration verified. Sensor readings within tolerance.
4087,M01199,M,300.2,310.4,1584,39.2,178,0,0,0,0,0,0,REC04087,ICU013,ICU Device,Nellcor PM1000N,Emergency,2024-06-16 00:00:00,300.2,310.4,1584,39.2,178,0,No Failure,Low,0.0,0,10,Preventive maintenance performed. Equipment functioning within specifications.
4088,M01200,M,301.0,311.6,1451,45.7,141,0,0,0,0,0,0,REC04088,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-05-04 00:00:00,301.0,311.6,1451,45.7,141,0,No Failure,Low,0.0,0,154,Preventive maintenance performed. Equipment functioning within specifications.
4089,L02069,L,297.3,307.0,1622,41.7,194,0,0,0,0,0,0,REC04089,VEN024,Ventilator,Drager Evita V500,ICU,2024-09-20 00:00:00,297.3,307.0,1622,41.7,194,0,No Failure,Low,0.0,0,18,Scheduled check completed. No anomalies detected.
4090,L02070,L,301.2,312.6,1582,41.8,56,0,0,0,0,0,0,REC04090,INF024,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-05-11 00:00:00,301.2,312.6,1582,41.8,56,0,No Failure,Low,0.0,0,20,Calibration verified. Sensor readings within tolerance.
4091,L02071,L,302.1,312.6,1391,44.4,141,0,0,0,0,0,0,REC04091,PAT023,Patient Monitor,Mindray N22,Emergency,2024-04-29 00:00:00,302.1,312.6,1391,44.4,141,0,No Failure,Low,0.0,0,22,Scheduled check completed. No anomalies detected.
4092,M01201,M,300.6,310.4,1309,23.1,69,0,0,0,0,0,0,REC04092,ULT014,Ultrasound,GE LOGIQ E10,Radiology,2023-08-30 00:00:00,300.6,310.4,1309,23.1,69,0,No Failure,Medium,0.0,0,176,Routine inspection completed. All parameters normal.
4093,H00821,H,301.2,312.6,1691,39.5,218,0,0,0,0,0,0,REC04093,CT014,CT Scanner,GE Revolution CT,Emergency,2024-12-28 00:00:00,301.2,312.6,1691,39.5,218,0,No Failure,Medium,0.0,0,175,Scheduled check completed. No anomalies detected.
4094,L02072,L,299.8,308.8,1337,42.4,34,0,0,0,0,0,0,REC04094,PAT023,Patient Monitor,Mindray N22,General Ward,2023-07-24 00:00:00,299.8,308.8,1337,42.4,34,0,No Failure,Low,0.0,0,129,Preventive maintenance performed. Equipment functioning within specifications.
4095,L02073,L,301.8,311.2,1600,36.2,55,0,0,0,0,0,0,REC04095,VEN024,Ventilator,Drager Evita V500,ICU,2024-11-23 00:00:00,301.8,311.2,1600,36.2,55,0,No Failure,Low,0.0,0,13,Scheduled check completed. No anomalies detected.
4096,L02074,L,300.1,310.7,1506,31.7,61,0,0,0,0,0,0,REC04096,INF024,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-09-02 00:00:00,300.1,310.7,1506,31.7,61,0,No Failure,Low,0.0,0,91,Routine inspection completed. All parameters normal.
4097,M01202,M,297.7,308.5,1407,32.5,110,0,0,0,0,0,0,REC04097,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-12-08 00:00:00,297.7,308.5,1407,32.5,110,0,No Failure,Low,0.0,0,171,Calibration verified. Sensor readings within tolerance.
4098,M01203,M,301.6,312.0,1585,37.1,33,0,0,0,0,0,0,REC04098,ULT014,Ultrasound,GE LOGIQ E10,General Ward,2023-12-28 00:00:00,301.6,312.0,1585,37.1,33,0,No Failure,Low,0.0,0,17,Scheduled check completed. No anomalies detected.
4099,M01204,M,296.7,306.6,1773,49.1,137,0,0,0,0,0,0,REC04099,ICU013,ICU Device,Nellcor PM1000N,Emergency,2023-09-16 00:00:00,296.7,306.6,1773,49.1,137,0,No Failure,Low,0.0,0,143,Routine inspection completed. All parameters normal.
4100,H00822,H,300.6,310.3,1625,55.3,185,0,0,0,0,0,0,REC04100,MRI014,MRI,Philips Ingenia 3T,Oncology,2023-11-09 00:00:00,300.6,310.3,1625,55.3,185,0,No Failure,Medium,0.0,0,3,Preventive maintenance performed. Equipment functioning within specifications.
4101,L02075,L,299.2,310.4,1525,53.2,2,0,0,0,0,0,0,REC04101,VEN024,Ventilator,Drager Evita V500,ICU,2023-12-07 00:00:00,299.2,310.4,1525,53.2,2,0,No Failure,Low,0.0,0,145,Calibration verified. Sensor readings within tolerance.
4102,M01205,M,299.1,309.3,1824,24.4,224,0,0,0,0,0,0,REC04102,ICU013,ICU Device,Nellcor PM1000N,Emergency,2023-04-17 00:00:00,299.1,309.3,1824,24.4,224,0,No Failure,Low,0.0,0,98,Scheduled check completed. No anomalies detected.
4103,M01206,M,300.3,309.5,1168,30.6,215,0,0,0,0,0,0,REC04103,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-08-24 00:00:00,300.3,309.5,1168,30.6,215,0,No Failure,Low,0.0,0,160,Scheduled check completed. No anomalies detected.
4104,L02076,L,298.6,307.7,1277,46.6,12,0,0,0,0,0,0,REC04104,VEN024,Ventilator,Drager Evita V500,ICU,2024-10-01 00:00:00,298.6,307.7,1277,46.6,12,0,No Failure,Low,0.0,0,74,Preventive maintenance performed. Equipment functioning within specifications.
4105,H00823,H,301.0,312.5,1407,53.0,17,0,0,0,0,0,0,REC04105,CT014,CT Scanner,GE Revolution CT,Emergency,2024-12-15 00:00:00,301.0,312.5,1407,53.0,17,0,No Failure,Medium,0.0,0,142,Scheduled check completed. No anomalies detected.
4106,L02077,L,300.1,309.4,1783,30.3,145,0,0,0,0,0,0,REC04106,PAT023,Patient Monitor,Mindray N22,General Ward,2023-02-10 00:00:00,300.1,309.4,1783,30.3,145,0,No Failure,Low,0.0,0,152,Preventive maintenance performed. Equipment functioning within specifications.
4107,M01207,M,298.8,309.0,1688,41.8,79,0,0,0,0,0,0,REC04107,ULT014,Ultrasound,GE LOGIQ E10,Emergency,2024-06-18 00:00:00,298.8,309.0,1688,41.8,79,0,No Failure,Low,0.0,0,58,Preventive maintenance performed. Equipment functioning within specifications.
4108,M01208,M,302.7,314.0,1168,28.7,124,0,0,0,0,0,0,REC04108,ICU013,ICU Device,Nellcor PM1000N,Emergency,2023-06-24 00:00:00,302.7,314.0,1168,28.7,124,0,No Failure,Medium,0.0,0,116,Calibration verified. Sensor readings within tolerance.
4109,H00824,H,300.4,311.0,1412,42.8,143,0,0,0,0,0,0,REC04109,CT014,CT Scanner,Canon Aquilion Prime,Oncology,2024-04-22 00:00:00,300.4,311.0,1412,42.8,143,0,No Failure,Medium,0.0,0,83,Preventive maintenance performed. Equipment functioning within specifications.
4110,M01209,M,301.3,310.5,1235,33.6,161,0,0,0,0,0,0,REC04110,ULT014,Ultrasound,GE LOGIQ E10,General Ward,2024-03-29 00:00:00,301.3,310.5,1235,33.6,161,0,No Failure,Low,0.0,0,78,Preventive maintenance performed. Equipment functioning within specifications.
4111,L02078,L,302.8,311.8,1491,41.8,185,0,0,0,0,0,0,REC04111,INF024,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-10-03 00:00:00,302.8,311.8,1491,41.8,185,0,No Failure,Low,0.0,0,144,Preventive maintenance performed. Equipment functioning within specifications.
4112,H00825,H,302.8,314.7,1680,27.9,216,0,0,0,0,0,0,REC04112,MRI014,MRI,Philips Ingenia 3T,Oncology,2024-05-27 00:00:00,302.8,314.7,1680,27.9,216,0,No Failure,Medium,0.0,0,40,Scheduled check completed. No anomalies detected.
4113,M01210,M,301.2,310.1,1695,23.7,153,0,0,0,0,0,0,REC04113,ULT014,Ultrasound,GE LOGIQ E10,Cardiology,2024-08-24 00:00:00,301.2,310.1,1695,23.7,153,0,No Failure,Medium,0.0,0,21,Preventive maintenance performed. Equipment functioning within specifications.
4114,M01211,M,299.4,308.8,1553,71.0,26,0,0,0,0,0,0,REC04114,ICU013,ICU Device,Nellcor PM1000N,Emergency,2024-08-07 00:00:00,299.4,308.8,1553,71.0,26,0,No Failure,Low,0.0,0,86,Preventive maintenance performed. Equipment functioning within specifications.
4115,M01212,M,297.1,307.5,1414,40.7,34,0,0,0,0,0,0,REC04115,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2024-04-17 00:00:00,297.1,307.5,1414,40.7,34,0,No Failure,Medium,0.0,0,148,Preventive maintenance performed. Equipment functioning within specifications.
4116,L02079,L,300.4,310.2,1480,61.3,155,0,0,0,0,0,0,REC04116,VEN024,Ventilator,Drager Evita V500,ICU,2023-10-27 00:00:00,300.4,310.2,1480,61.3,155,0,No Failure,Low,0.0,0,29,Preventive maintenance performed. Equipment functioning within specifications.
4117,M01213,M,302.2,312.8,1636,55.1,179,0,0,0,0,0,0,REC04117,ICU013,ICU Device,Nellcor PM1000N,Emergency,2023-09-04 00:00:00,302.2,312.8,1636,55.1,179,0,No Failure,Low,0.0,0,61,Scheduled check completed. No anomalies detected.
4118,H00826,H,300.7,309.2,1969,23.6,190,0,0,0,0,0,0,REC04118,MRI014,MRI,Philips Ingenia 3T,Oncology,2023-09-11 00:00:00,300.7,309.2,1969,23.6,190,0,No Failure,Medium,0.0,0,120,Preventive maintenance performed. Equipment functioning within specifications.
4119,L02080,L,295.0,304.8,1262,43.6,131,0,0,0,0,0,0,REC04119,VEN024,Ventilator,Drager Evita V500,ICU,2023-09-19 00:00:00,295.0,304.8,1262,43.6,131,0,No Failure,Low,0.0,0,86,Routine inspection completed. All parameters normal.
4120,L02081,L,301.7,312.4,1817,27.1,151,0,0,0,0,0,0,REC04120,INF024,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-07-30 00:00:00,301.7,312.4,1817,27.1,151,0,No Failure,Low,0.0,0,109,Routine inspection completed. All parameters normal.
4121,H00827,H,301.9,312.5,1548,37.0,246,0,0,0,0,0,0,REC04121,CT014,CT Scanner,Canon Aquilion Prime,Oncology,2023-08-15 00:00:00,301.9,312.5,1548,37.0,246,0,No Failure,Medium,0.0,0,95,Routine inspection completed. All parameters normal.
4122,M01214,M,299.4,308.8,1664,21.2,88,0,0,0,0,0,0,REC04122,ULT014,Ultrasound,GE LOGIQ E10,General Ward,2024-02-19 00:00:00,299.4,308.8,1664,21.2,88,0,No Failure,Medium,0.0,0,146,Calibration verified. Sensor readings within tolerance.
4123,H00828,H,302.0,311.0,1537,24.3,54,0,0,0,0,0,0,REC04123,CT014,CT Scanner,GE Revolution CT,Emergency,2023-07-17 00:00:00,302.0,311.0,1537,24.3,54,0,No Failure,Medium,0.0,0,158,Routine inspection completed. All parameters normal.
4124,L02082,L,301.3,311.5,1780,31.5,245,0,0,0,0,0,0,REC04124,PAT023,Patient Monitor,Mindray N22,ICU,2023-09-12 00:00:00,301.3,311.5,1780,31.5,245,0,No Failure,Low,0.0,0,81,Routine inspection completed. All parameters normal.
4125,H00829,H,298.6,307.3,1565,34.5,232,0,0,0,0,0,0,REC04125,CT014,CT Scanner,Siemens SOMATOM Drive,Radiology,2024-06-01 00:00:00,298.6,307.3,1565,34.5,232,0,No Failure,Medium,0.0,0,78,Calibration verified. Sensor readings within tolerance.
4126,L02083,L,302.5,313.8,1370,40.4,1,0,0,0,0,0,0,REC04126,INF024,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-08-28 00:00:00,302.5,313.8,1370,40.4,1,0,No Failure,Low,0.0,0,50,Scheduled check completed. No anomalies detected.
4127,M01215,M,297.5,307.6,1590,29.6,101,0,0,0,0,0,0,REC04127,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-03-19 00:00:00,297.5,307.6,1590,29.6,101,0,No Failure,Low,0.0,0,80,Scheduled check completed. No anomalies detected.
4128,L02084,L,299.9,309.2,1725,41.5,185,0,0,0,0,0,0,REC04128,VEN024,Ventilator,Drager Evita V500,ICU,2023-01-13 00:00:00,299.9,309.2,1725,41.5,185,0,No Failure,Low,0.0,0,151,Calibration verified. Sensor readings within tolerance.
4129,M01216,M,299.7,308.6,1500,51.4,44,0,0,0,0,0,0,REC04129,ICU014,ICU Device,Nellcor PM1000N,Emergency,2024-07-12 00:00:00,299.7,308.6,1500,51.4,44,0,No Failure,Medium,0.0,0,90,Scheduled check completed. No anomalies detected.
4130,H00830,H,298.3,307.7,1168,42.7,8,0,0,0,0,0,0,REC04130,MRI014,MRI,Philips Ingenia 3T,Oncology,2024-11-23 00:00:00,298.3,307.7,1168,42.7,8,0,No Failure,Medium,0.0,0,125,Calibration verified. Sensor readings within tolerance.
4131,M01217,M,300.6,309.0,1477,39.3,9,0,0,0,0,0,0,REC04131,ULT014,Ultrasound,GE LOGIQ E10,Emergency,2024-05-13 00:00:00,300.6,309.0,1477,39.3,9,0,No Failure,Medium,0.0,0,75,Preventive maintenance performed. Equipment functioning within specifications.
4132,M01218,M,302.6,313.1,1519,43.4,142,0,0,0,0,0,0,REC04132,ICU014,ICU Device,Nellcor PM1000N,Emergency,2023-02-14 00:00:00,302.6,313.1,1519,43.4,142,0,No Failure,Low,0.0,0,127,Scheduled check completed. No anomalies detected.
4133,L02085,L,302.5,311.7,1491,25.7,58,0,0,0,0,0,0,REC04133,PAT023,Patient Monitor,Mindray N22,Cardiology,2024-02-16 00:00:00,302.5,311.7,1491,25.7,58,0,No Failure,Low,0.0,0,128,Calibration verified. Sensor readings within tolerance.
4134,M01219,M,301.4,311.8,1400,49.5,65,0,0,0,0,0,0,REC04134,ULT014,Ultrasound,GE LOGIQ E10,General Ward,2023-07-17 00:00:00,301.4,311.8,1400,49.5,65,0,No Failure,Low,0.0,0,95,Preventive maintenance performed. Equipment functioning within specifications.
4135,M01220,M,296.6,307.1,1764,28.0,3,0,0,0,0,0,0,REC04135,ICU014,ICU Device,Nellcor PM1000N,Emergency,2023-08-23 00:00:00,296.6,307.1,1764,28.0,3,0,No Failure,Low,0.0,0,169,Preventive maintenance performed. Equipment functioning within specifications.
4136,L02086,L,297.3,308.3,1168,55.5,183,0,0,0,0,0,0,REC04136,PAT023,Patient Monitor,Mindray N22,ICU,2024-11-03 00:00:00,297.3,308.3,1168,55.5,183,0,No Failure,Low,0.0,0,158,Routine inspection completed. All parameters normal.
4137,M01221,M,300.3,310.6,1518,47.7,213,0,0,0,0,0,0,REC04137,ULT014,Ultrasound,GE LOGIQ E10,Cardiology,2024-08-24 00:00:00,300.3,310.6,1518,47.7,213,0,No Failure,Low,0.0,0,28,Calibration verified. Sensor readings within tolerance.
4138,H00831,H,299.9,311.1,1521,45.6,185,0,0,0,0,0,0,REC04138,MRI014,MRI,GE SIGNA Premier,Neurology,2024-06-20 00:00:00,299.9,311.1,1521,45.6,185,0,No Failure,Medium,0.0,0,41,Calibration verified. Sensor readings within tolerance.
4139,M01222,M,299.0,310.4,1918,46.0,34,0,0,0,0,0,0,REC04139,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2024-01-01 00:00:00,299.0,310.4,1918,46.0,34,0,No Failure,Low,0.0,0,172,Routine inspection completed. All parameters normal.
4140,M01223,M,303.8,314.1,1497,40.0,242,0,0,0,0,0,0,REC04140,ULT014,Ultrasound,GE LOGIQ E10,Radiology,2024-02-27 00:00:00,303.8,314.1,1497,40.0,242,0,No Failure,Medium,0.0,0,72,Scheduled check completed. No anomalies detected.
4141,L02087,L,300.2,310.5,1589,32.1,243,0,0,0,0,0,0,REC04141,INF024,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-10-30 00:00:00,300.2,310.5,1589,32.1,243,0,No Failure,Low,0.0,0,56,Calibration verified. Sensor readings within tolerance.
4142,M01224,M,301.1,310.5,1525,30.6,65,0,0,0,0,0,0,REC04142,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2024-04-27 00:00:00,301.1,310.5,1525,30.6,65,0,No Failure,Low,0.0,0,144,Preventive maintenance performed. Equipment functioning within specifications.
4143,L02088,L,302.0,311.0,1518,57.5,248,0,0,0,0,0,0,REC04143,VEN024,Ventilator,Drager Evita V500,ICU,2024-02-27 00:00:00,302.0,311.0,1518,57.5,248,0,No Failure,Low,0.0,0,108,Calibration verified. Sensor readings within tolerance.
4144,L02089,L,300.1,311.4,1852,41.0,112,0,0,0,0,0,0,REC04144,INF024,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-03-12 00:00:00,300.1,311.4,1852,41.0,112,0,No Failure,Low,0.0,0,24,Routine inspection completed. All parameters normal.
4145,L02090,L,304.0,314.6,1277,28.9,10,0,0,0,0,0,0,REC04145,PAT023,Patient Monitor,Mindray N22,Cardiology,2024-12-28 00:00:00,304.0,314.6,1277,28.9,10,0,No Failure,Low,0.0,0,16,Calibration verified. Sensor readings within tolerance.
4146,L02091,L,298.1,308.8,1366,45.2,145,0,0,0,0,0,0,REC04146,VEN024,Ventilator,Drager Evita V500,ICU,2024-08-13 00:00:00,298.1,308.8,1366,45.2,145,0,No Failure,Low,0.0,0,146,Scheduled check completed. No anomalies detected.
4147,L02092,L,298.8,308.2,1650,43.4,133,0,0,0,0,0,0,REC04147,INF024,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2023-09-24 00:00:00,298.8,308.2,1650,43.4,133,0,No Failure,Low,0.0,0,138,Routine inspection completed. All parameters normal.
4148,M01225,M,298.1,309.7,1551,36.7,217,0,0,0,0,0,0,REC04148,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-07-02 00:00:00,298.1,309.7,1551,36.7,217,0,No Failure,Low,0.0,0,63,Routine inspection completed. All parameters normal.
4149,L02093,L,303.1,312.9,1443,31.0,89,0,0,0,0,0,0,REC04149,VEN024,Ventilator,Drager Evita V500,ICU,2024-12-07 00:00:00,303.1,312.9,1443,31.0,89,0,No Failure,Low,0.0,0,156,Preventive maintenance performed. Equipment functioning within specifications.
4150,L02094,L,301.6,310.8,1485,47.4,193,0,0,0,0,0,0,REC04150,INF024,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-11-29 00:00:00,301.6,310.8,1485,47.4,193,0,No Failure,Low,0.0,0,22,Calibration verified. Sensor readings within tolerance.
4151,L02095,L,298.9,308.3,1682,49.5,199,0,0,0,0,0,0,REC04151,PAT023,Patient Monitor,Mindray N22,Emergency,2023-11-03 00:00:00,298.9,308.3,1682,49.5,199,0,No Failure,Low,0.0,0,157,Routine inspection completed. All parameters normal.
4152,M01226,M,298.3,309.8,1597,43.2,8,0,0,0,0,0,0,REC04152,ULT015,Ultrasound,GE LOGIQ E10,Radiology,2023-06-18 00:00:00,298.3,309.8,1597,43.2,8,0,No Failure,Low,0.0,0,14,Scheduled check completed. No anomalies detected.
4153,L02096,L,302.8,311.7,1357,40.7,170,0,0,0,0,0,0,REC04153,INF024,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-08-05 00:00:00,302.8,311.7,1357,40.7,170,0,No Failure,Low,0.0,0,115,Scheduled check completed. No anomalies detected.
4154,L02097,L,300.7,310.0,1547,32.2,121,0,0,0,0,0,0,REC04154,PAT023,Patient Monitor,Mindray N22,General Ward,2024-04-01 00:00:00,300.7,310.0,1547,32.2,121,0,No Failure,Low,0.0,0,152,Scheduled check completed. No anomalies detected.
4155,M01227,M,302.8,314.8,1490,44.8,51,0,0,0,0,0,0,REC04155,ULT015,Ultrasound,GE LOGIQ E10,Emergency,2024-10-19 00:00:00,302.8,314.8,1490,44.8,51,0,No Failure,Low,0.0,0,112,Preventive maintenance performed. Equipment functioning within specifications.
4156,L02098,L,299.9,310.8,1594,33.7,105,0,0,0,0,0,0,REC04156,INF024,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-02-03 00:00:00,299.9,310.8,1594,33.7,105,0,No Failure,Low,0.0,0,140,Scheduled check completed. No anomalies detected.
4157,H00832,H,301.0,310.3,1435,27.3,216,0,0,0,0,0,0,REC04157,CT014,CT Scanner,Canon Aquilion Prime,Oncology,2024-02-07 00:00:00,301.0,310.3,1435,27.3,216,0,No Failure,Medium,0.0,0,62,Preventive maintenance performed. Equipment functioning within specifications.
4158,L02099,L,300.6,309.5,1258,51.3,174,0,0,0,0,0,0,REC04158,VEN024,Ventilator,Drager Evita V500,ICU,2023-04-15 00:00:00,300.6,309.5,1258,51.3,174,0,No Failure,Low,0.0,0,52,Scheduled check completed. No anomalies detected.
4159,L02100,L,298.8,307.1,1634,29.7,158,0,0,0,0,0,0,REC04159,INF024,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-03-16 00:00:00,298.8,307.1,1634,29.7,158,0,No Failure,Low,0.0,0,48,Calibration verified. Sensor readings within tolerance.
4160,L02101,L,299.7,309.8,1609,21.0,20,0,0,0,0,0,0,REC04160,PAT023,Patient Monitor,Mindray N22,ICU,2023-09-22 00:00:00,299.7,309.8,1609,21.0,20,0,No Failure,Low,0.0,0,21,Scheduled check completed. No anomalies detected.
4161,M01228,M,297.6,308.4,1783,53.1,168,0,0,0,0,0,0,REC04161,ULT015,Ultrasound,GE LOGIQ E10,Cardiology,2023-05-30 00:00:00,297.6,308.4,1783,53.1,168,0,No Failure,Low,0.0,0,50,Scheduled check completed. No anomalies detected.
4162,L02102,L,301.0,312.5,1236,22.6,191,0,0,0,0,0,0,REC04162,INF024,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-07-24 00:00:00,301.0,312.5,1236,22.6,191,0,No Failure,Low,0.0,0,44,Preventive maintenance performed. Equipment functioning within specifications.
4163,H00833,H,301.5,309.6,1485,36.1,240,1,1,0,0,0,0,REC04163,CT014,CT Scanner,Canon Aquilion Prime,Oncology,2023-09-10 00:00:00,301.5,309.6,1485,36.1,240,1,Tool Wear Failure,Critical,36.7,17073,136,Wear threshold exceeded. Immediate replacement performed.
4164,L02103,L,302.0,310.7,1453,29.0,201,0,0,0,0,0,0,REC04164,VEN024,Ventilator,Drager Evita V500,ICU,2023-06-05 00:00:00,302.0,310.7,1453,29.0,201,0,No Failure,Low,0.0,0,38,Calibration verified. Sensor readings within tolerance.
4165,M01229,M,301.3,311.2,1420,32.8,20,0,0,0,0,0,0,REC04165,ICU014,ICU Device,Nellcor PM1000N,Emergency,2024-12-02 00:00:00,301.3,311.2,1420,32.8,20,0,No Failure,Low,0.0,0,30,Preventive maintenance performed. Equipment functioning within specifications.
4166,L02104,L,299.7,311.7,1191,62.2,238,0,0,0,0,0,0,REC04166,PAT023,Patient Monitor,Mindray N22,General Ward,2024-12-03 00:00:00,299.7,311.7,1191,62.2,238,0,No Failure,Low,0.0,0,132,Calibration verified. Sensor readings within tolerance.
4167,L02105,L,303.1,314.0,1286,39.0,200,0,0,0,0,0,0,REC04167,VEN024,Ventilator,Drager Evita V500,ICU,2023-12-28 00:00:00,303.1,314.0,1286,39.0,200,0,No Failure,Low,0.0,0,97,Scheduled check completed. No anomalies detected.
4168,L02106,L,301.8,312.2,1554,43.6,0,0,0,0,0,0,0,REC04168,INF024,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-08-04 00:00:00,301.8,312.2,1554,43.6,0,0,No Failure,Low,0.0,0,39,Scheduled check completed. No anomalies detected.
4169,M01230,M,302.8,311.6,1400,47.9,180,0,0,0,0,0,0,REC04169,LAB014,Lab Analyzer,Beckman AU5800,General Ward,2023-04-29 00:00:00,302.8,311.6,1400,47.9,180,0,No Failure,Low,0.0,0,127,Calibration verified. Sensor readings within tolerance.
4170,L02107,L,302.9,310.9,1334,33.5,76,0,0,0,0,0,0,REC04170,VEN024,Ventilator,Drager Evita V500,ICU,2024-04-02 00:00:00,302.9,310.9,1334,33.5,76,0,No Failure,Low,0.0,0,39,Scheduled check completed. No anomalies detected.
